code_nat,text_nat,code_plus,text_plus,country
BDXC1,Injektionsbehandling af ansigtsmuskler med botulinum toxin,AEX410,Botulinus toxin therapy,den
BDXC2,Injektionsbehandling af halsmuskler med botulinum toxin,AEX410,Botulinus toxin therapy,den
BDXC3,Injektionsbehandling i stemmelæber med botulinum toxin,AEX410,Botulinus toxin therapy,den
BDXC4,Injektionsbehandling i subcutis med botulinum toxin,AEX410,Botulinus toxin therapy,den
BDXH01,Kompenserende handling ved anvendelse af conchahøreapparat,DAXD00,Other fysical treatment of ear,den
BDXH02,Kompenserende handling ved anvendelse af ørehænger,DAXD00,Other fysical treatment of ear,den
BDXH03,Kompenserende handling ved anvendelse af lommehøreapparat,DAXD00,Other fysical treatment of ear,den
BDXY51,Skiftning af tale-ventil,R5R110,"Assesment of aid need and choice, testing, adjustment and delivery of device with demonstration of use",den
BDXY6,Behandling med Meniet-apparatur,DFXX10,Meniett device therapy,den
BECA0,Udskiftning af distance,SJXX20,Check-up visit for orthodontisk therapy,den
BECA11,Behandling med krone på enkelttandsimplantat i underkæben,SPXC20,Attachment of crone of tooth to implant,den
BECA21,Behandling med bro på implantater i delvis betandet underkæbe,SPXE10,Fitting and preparation of partial tooth prosthesis attached with implants,den
BECA31,Behandling med fuldbro på implantater i underkæbe,SPXD10,Fitting and preparation of (partly) unattached  dental prothesis,den
BECA41,Dækprotesebehandling på implantater i underkæbe,SPXD20,Fitting and preparation of total prosthesis of teeth attached with implants,den
BECA5,Lokalbehandling omkring tandimplantat,SXXA20,Local application of medicine to mouth,den
BECA7,"Behandling med foreløbig krone, bro og protese på implantater",SPXB20,Temporary bridge between two or more teeth,den
BECA8,"Reparation af krone, bro og protese på implantater",SPXB10,Temporary crone to tooth,den
BEDA01,Behandling med helprotese i undermund,SPXD00,Fitting and preparation of total teeth prosthesis,den
BEDA11,Behandling med delprotese i undermund,SPXD10,Fitting and preparation of (partly) unattached  dental prothesis,den
BEDA4,Rebasering og duplikering af tandprotese,SPXF30,Soling for prothesis,den
BEDA8,Reparation af tandprotese,SPXF00,Restoration of teeth prosthesis,den
BEFA,Isstimulation,WZZ999,Other minor procedure,den
BEFB,Mimiske øvelser,WZZ999,Other minor procedure,den
BEFC,Fasciooral behandling,WZZ999,Other minor procedure,den
BEHO01,Injektionsbehandling af kæbeled med glucokortikoid,ZXXX40,Intraarticular,den
BEHO02,Injektionsbehandling af kæbeled med autologt blod,ZXXX40,Intraarticular,den
BEHO03,Injektionsbehandling af kæbeled med hyaluronsyre,ZXXX40,Intraarticular,den
BEHO11,Injektionsbehandling af tyggemuskler med glucokortikoid,ZXXX14,Intramuscular,den
BEHO12,Injektionsbehandling af tyggemuskler med botulinum,ZXXX14,Intramuscular,den
BEHO2,Injektionsbehandling af spytkirtler med botulinum,WZZ999,Other minor procedure,den
BEHR01,Medikamentel lokalbehandling af mundslimhinde,WVXX00,Other intervention for medication,den
BEHR02,Medikamentel lokalbehandling af svælg,WVXX00,Other intervention for medication,den
BEHR03,Medikamentel lokalbehandling af parodontium,WVXX00,Other intervention for medication,den
BEHR04,Medikamentel lokalbehandling omkring tandimplantat,SXXA20,Local application of medicine to mouth,den
BEHY,Medikamentel behandling af lidelse i mundhule og svælg ikke klassificeret andetsteds,WVXX00,Other intervention for medication,den
BEKA01,Instruktion i fluorskylning,SCXB02,Training for mouth care at home,den
BENA01,Tilpasning af bidskinne ved behandling af kæbeled,SHXB00,Prepation and fitting of bite rail to mouth,den
BENA11,Tilpasning af bidskinne ved behandling af tyggemuskler,SHXB00,Prepation and fitting of bite rail to mouth,den
BEOA01,Behandling med plastfyldning,SFXA20,Filling on two surfaces of tooth,den
BEOA02,Behandling med glasionomercementfyldning,SFXA20,Filling on two surfaces of tooth,den
BEOA11,Behandling med krone,SPXC10,Attachment of standard crone of tooth,den
BEOA12,Behandling med bro,SPXC30,Tooth bridge attachment with resins,den
BEOA5,Behandling med foreløbig tandfyldning,SFXC01,Adjuvant procedure of filling therapy,den
BEOA6,Overdækning af dentinflader ved tandfraktur,SFXA00,Small filling,den
BEOB0,Overkapning,SFXA00,Small filling,den
BEOB1,Koronal amputation,SFXC92,Other demanding adjuvant procedure of filling therapy,den
BEOB2,Pulpaextirpation,SGXA02,Opening and dilatation of root channel of tooth,den
BEOB3,Ortograd rodfyldning,SGXB10,Fiiling of root of tooth with one root channel,den
BEOB4,Retrograd rodfyldning,SGXB10,Fiiling of root of tooth with one root channel,den
BEOB5,Skift af rodfyldning,SGXB10,Fiiling of root of tooth with one root channel,den
BEOE0,Okklusions- og artikulationsslibning af tænder,SJXE02,Grinding of tooth for ortodonthic therapy,den
BEOG0,Anlæggelse af elastisk intermaxillær fiksation,EESC20,Closed reduction and immobilisation of fracture of maxilla,den
BEOG1,Anlæggelse af stiv intermaxillær fiksation,ECXC02,Setting rigid intermaxillary fixation,den
BEOL0,Behandling med beskyttelsesskinne,SHXB00,Prepation and fitting of bite rail to mouth,den
BEOL1A,Behandling med standard tandskinne,SDXC10,Parodontological fixation,den
BEOL1B,Behandling med individuelt tilpasset tandskinne,SDXC20,Extensive parodontological fixation,den
BEOM0,Anlæggelse af midlertidig fiksation af underkæbefraktur,EDSC48,External fixation of mandible,den
BEOM1,Anlæggelse af midlertidig fiksation af overkæbefraktur,EESC20,Closed reduction and immobilisation of fracture of maxilla,den
BEOT0,Fjernelse af intermaksillær fiksation,EESU10,Removal of implant or external fixation device from other facial bones,den
BEOT1,Fjernelse af intermaksillære fiksationsskinner,EESU10,Removal of implant or external fixation device from other facial bones,den
BEOT2,Fjernelse af tandfiksation,EESU10,Removal of implant or external fixation device from other facial bones,den
BEOT3,Fjernelse af midlertidige fiksationer af kæbefrakturer,EESU10,Removal of implant or external fixation device from other facial bones,den
BEOT4,Fjernelse af fast apparatur til tandregulering,SJXD00,Removal or reattacment of arrow in fixed orthodontisk device,den
BEPA0,Regulering af tænder med fast apparatur,SJXD10,Attachment of arrow to fixed orthodontisk device,den
BEPA1,Regulering af tænder med aftageligt apparatur,SJXB00,Fitting of loose orthodontic device with user information,den
BEVA,Generel pleje ved lidelse i mundhule og svælg,EXXX99,"Other minor procedure in surgery of teeth, jaws, mouth and pharynx",den
BEVB,Speciel pleje ved lidelse i mundhule og svælg,EXXX99,"Other minor procedure in surgery of teeth, jaws, mouth and pharynx",den
BEXC0,Tandrensning,SCXX00,Washing of teeth,den
BEXY0,Aftryk til modeller,SBFB10,Teeth copy and caster model,den
BEXY1,Træning af intervention,WSZC10,Exercise for intervention,den
BEXY9,Odontologisk behandling ikke klassificeret andetsteds,SXXC09,Other mouth and tooth procedure,den
BFCA02,Implantation af transvenøs kardial pacemaker med atrial elektrode,FPSE10,Implantation of transvenous cardiac pacemaker with atrial electrode,den
BFCA03,Implantation af transvenøs kardial pacemaker med atrial og ventrikulær elektrode,FPSE20,Implantation of transvenous cardiac pacemaker with atrial and ventricular electrodes,den
BFCA04,Implantation af transvenøs multi-site kardial pacemaker med atrielle elektroder,FPSE20,Implantation of transvenous cardiac pacemaker with atrial and ventricular electrodes,den
BFCA05,Implantation af transvenøs multi-site kardial pacemaker med ventrikulære elektroder,FPSE20,Implantation of transvenous cardiac pacemaker with atrial and ventricular electrodes,den
BFCA06,Implantation af transvenøs multi -site kardial pacemaker med elektroder i flere lokaliteter,FPSE20,Implantation of transvenous cardiac pacemaker with atrial and ventricular electrodes,den
BFCA07,Implantation af VDD pacemaker,FPSE96,Other implantation or replacement of transvenous cardiac pacemaker,den
BFCA11,Udskiftning af kardial pacemaker - 2-kammer,FPSE30,Replacement of transvenous cardiac pacemaker pulse generator,den
BFCA12,Udskiftning af kardial pacemaker - anden,FPSE30,Replacement of transvenous cardiac pacemaker pulse generator,den
BFCA21,Opgradering af kardial pacemaker inklusive supplerende elektrode(r) til multisite funktion,FPSE30,Replacement of transvenous cardiac pacemaker pulse generator,den
BFCA25,Nedgradering af kardial pacemaker til 1-kammer system,FPSE30,Replacement of transvenous cardiac pacemaker pulse generator,den
BFCA31,Revision af kardial paceelektrode,FPSE49,Replacement of transvenous cardiac pacemaker electrode,den
BFCA4,Fjernelse af kardial pacemaker,FPSH00,Transvenous extraction of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCA51,Fjernelse af loop recorder,FXF024,Removal of loop recorder,den
BFCA52,Udskiftning af loop recorder,FXF020,Implantation of loop recorder for examination of cardiac arythmias,den
BFCA53,Aflæsning af Loop Recorder,FXF022,Analysis of loop recorder data of cardiac arythmias,den
BFCA62,Implantation af transvenøs paceelektrode til atriet,FPSE42,Implantation of transvenous atrial electrode,den
BFCA63,Implantation af paceelektrode til venstre ventrikel pacing,FPSE44,Implantation of transvenous ventricular electrode,den
BFCA64,Implantation af paceelektrode til venstre atrie pacing,FPSE44,Implantation of transvenous ventricular electrode,den
BFCA71,Replacering af disloceret transvenøst anlagt ventrikulær paceelektrode,FPSE49,Replacement of transvenous cardiac pacemaker electrode,den
BFCA73,Replacering af disloceret paceelektrode til venstre ventrikel pacing,FPSE49,Replacement of transvenous cardiac pacemaker electrode,den
BFCA81,"Ekstraktion af transvenøs paceelektrode, laserteknik (antal)",FPSH00,Transvenous extraction of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCA82,"Ekstraktion af transvenøs paceelektrode, sheath-system (antal)",FPSH00,Transvenous extraction of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCA91,Anlæggelse af temporære transvenøse paceelektroder - 2-kammer,FPXX00,Temporary use of transvenous or epicardial pacemaker,den
BFCB01,"Implantation af cardioverter-defibrillator til ventrikulær tachycardi, 2-kammer funktion",FPSG30,Implantation of transvenous cardioverter-defibrillator with generator and ventricular electrode,den
BFCB02,Implantation af cardioverter-defibrillator til atrieflimren,FPSG30,Implantation of transvenous cardioverter-defibrillator with generator and ventricular electrode,den
BFCB03,Implantation af cardioverter-defibrillator - multisite,FPSG33,Implantation of transvenous cardioverter-defibrillator with generator and with atrial and ventricular electrodes,den
BFCB21,Opgradering af cardioverter-defibrillator inkl. supplerende elektrode(r) til multisite funktion,FPSG33,Implantation of transvenous cardioverter-defibrillator with generator and with atrial and ventricular electrodes,den
BFCB25,Nedgradering af cardioverter-defibrillator til 1-kammer system,FPSG40,Replacement of pulsgenerator in transvenous cardioverter-defibrillator,den
BFCB31,Revision og forsænkning af cardioverter-defibrillator elektrode,FPSG40,Replacement of pulsgenerator in transvenous cardioverter-defibrillator,den
BFCB4,Fjernelse af cardioverter-defibrillator,FPSH10,Open removal of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCB51,Udskiftning af cardioverter-defibrillator - 2-kammer funktion,FPSG40,Replacement of pulsgenerator in transvenous cardioverter-defibrillator,den
BFCB52,Udskiftning af cardioverter-defibrillator - til atrieflimren,FPSG40,Replacement of pulsgenerator in transvenous cardioverter-defibrillator,den
BFCB53,Udskiftning af cardioverter-defibrillator - multi-site,FPSG40,Replacement of pulsgenerator in transvenous cardioverter-defibrillator,den
BFCB61,Implantation af supplerende subkutan elektrode til cardioverter-defibrillator,FPSG43,Replacement of electrode(s) in transvenous cardioverter-defibrillator,den
BFCB62,Implantation af epikardial patch-elektrode til cardioverter-defibrillator,FPSG43,Replacement of electrode(s) in transvenous cardioverter-defibrillator,den
BFCB63,Implantation af supplerende sense elektrode til cardioverter-defribrillator,FPSG43,Replacement of electrode(s) in transvenous cardioverter-defibrillator,den
BFCB7,Replacering af disloceret cardioverter-defibrillator elektrode,FPSG43,Replacement of electrode(s) in transvenous cardioverter-defibrillator,den
BFCB81,"Ekstraktion af cardioverter-defibrillator elektrode, laserteknik (antal)",FPSH10,Open removal of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCB82,"Ekstraktion af cardioverter-defibrillator elektrode, sheath-system (antal)",FPSH10,Open removal of transvenous cardiac pacemaker or cardioverter-defibrillator,den
BFCY0,Zoll pacing,FPXX20,Cardioversion,den
BFFA01,Cardioversio DC synchronisata,FPXX20,Cardioversion,den
BFFA03,Defibrillatio ventriculorum asynchronisata,FPXX20,Cardioversion,den
BFFA04,Defibrillatio atriorum DC synchronisata,FPXX20,Cardioversion,den
BFFA05,Transvenøs DC-konvertering,FPXX20,Cardioversion,den
BFFA61,Åben (intern) hjertemassage,FXXA10,Open cardiac compression,den
BFFB01,Radiofrekvensablation ved fokal atrial takykardi,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB02,Radiofrekvensablation ved incessant atrial takykardi,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB03,Radiofrekvensablation ved fluctuatio atriorum,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB04,Radiofrekvensablation ved fibrillatio atriorum,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB11,Radiofrekvensablation retrogradt via venstre ventrikel ved Wolff-Parkinson-White syndrom,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB12,Radiofrekvensablation transseptalt ved Wolff-Parkinson-White syndrom,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB21,Radiofrekvensablation ved atrioventrikulær nodal re-entry takykardi via venstre ventrikel,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB22,Radiofrekvensablation mhp. atrioventrikulær knude modifikation,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB23,Radiofrekvensablation ved permanent junctional reentry takykardi,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB31,Radiofrekvensablation af His bundt via venstre ventrikel,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB41,Radiofrekvensablation ved tachycardia og extrasystolia ventricularis i højre ventrikels udløbsdel,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB42,Radiofrekvensablation ved Gallavardin´s ventrikulære takykardi,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB43,Radiofrekvensablation ved tachycardia og extrasystolia ventricularis i venstre ventrikel,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB51,Radiofrekvensablation retrogradt via venstre ventrikel ved ledningsforstyrrelser ikke klassificeret andetsteds,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
BFFB52,Radiofrekvensablation transseptalt via venstre ventrikel ved rytmeforstyrrelser ikke klassificeret andetsteds,FPSB22,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,den
